graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
12.0,Graph with 10 nodes and 17 edges,"[[0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1, 1, 0]]",3.0,6.0,Y,"{0: 9, 1: 57, 2: 3, 3: 51, 4: 45, 5: 39, 6: 21, 7: 27, 8: 33, 9: 15}","{(0, 1): 1, (0, 4): 1, (0, 5): 6, (0, 9): 1, (1, 3): 50, (1, 4): 5, (1, 8): 1, (2, 3): 1, (2, 4): 1, (2, 8): 1, (4, 5): 3, (4, 6): 21, (4, 8): 14, (5, 7): 26, (5, 8): 4, (7, 9): 1, (8, 9): 13}",1671.9999999992297
12.0,Graph with 10 nodes and 17 edges,"[[0, 1, 0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 0, 0, 1, 1, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 1, 0, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 1, 1, 0]]",3.0,8.0,Y,"{0: 43, 1: 75, 2: 19, 3: 11, 4: 67, 5: 51, 6: 3, 7: 35, 8: 59, 9: 27}","{(0, 1): 18, (0, 4): 19, (0, 5): 1, (0, 9): 5, (1, 3): 1, (1, 4): 1, (1, 8): 55, (2, 3): 10, (2, 4): 8, (2, 8): 1, (4, 5): 35, (4, 6): 3, (4, 8): 1, (5, 7): 14, (5, 8): 1, (7, 9): 21, (8, 9): 1}",1686.0000000065156
13.0,Graph with 10 nodes and 20 edges,"[[0, 1, 1, 0, 1, 1, 1, 0, 1, 0], [1, 0, 1, 1, 0, 0, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 1, 0]]",2.0,8.0,Y,"{0: 10, 1: 74, 2: 66, 3: 58, 4: 2, 5: 50, 6: 42, 7: 34, 8: 26, 9: 18}","{(0, 1): 1, (0, 2): 5, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 8): 1, (1, 2): 1, (1, 3): 33, (1, 6): 39, (2, 4): 1, (2, 5): 29, (2, 7): 29, (2, 8): 1, (3, 7): 5, (3, 8): 3, (3, 9): 17, (5, 6): 1, (5, 8): 19, (6, 8): 1, (8, 9): 1}",1562.999999990211
13.0,Graph with 10 nodes and 20 edges,"[[0, 1, 1, 0, 1, 1, 1, 0, 1, 0], [1, 0, 1, 1, 0, 0, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 1, 0]]",4.0,2.0,Y,"{0: 6, 1: 4, 2: 22, 3: 20, 4: 18, 5: 16, 6: 14, 7: 8, 8: 10, 9: 12}","{(0, 1): 1, (0, 2): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 8): 1, (1, 2): 1, (1, 3): 1, (1, 6): 1, (2, 4): 17, (2, 5): 1, (2, 7): 1, (2, 8): 1, (3, 7): 7, (3, 8): 2, (3, 9): 10, (5, 6): 11, (5, 8): 3, (6, 8): 1, (8, 9): 2}",1444.0000000064401
13.0,Graph with 10 nodes and 20 edges,"[[0, 1, 1, 0, 1, 1, 1, 0, 1, 0], [1, 0, 1, 1, 0, 0, 1, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 0, 0, 0, 1, 0]]",4.0,7.0,Y,"{0: 11, 1: 4, 2: 67, 3: 60, 4: 53, 5: 46, 6: 39, 7: 18, 8: 25, 9: 32}","{(0, 1): 1, (0, 2): 6, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 8): 1, (1, 2): 1, (1, 3): 1, (1, 6): 1, (2, 4): 52, (2, 5): 2, (2, 7): 1, (2, 8): 4, (3, 7): 17, (3, 8): 11, (3, 9): 31, (5, 6): 36, (5, 8): 6, (6, 8): 1, (8, 9): 1}",1610.9999999969205
14.0,Graph with 10 nodes and 20 edges,"[[0, 1, 0, 0, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 0, 0, 1, 0, 1, 1], [0, 1, 0, 0, 1, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 1, 1, 1, 0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 1, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0, 0, 1, 0, 0]]",2.0,1.0,Y,"{0: 8, 1: 11, 2: 10, 3: 3, 4: 4, 5: 2, 6: 9, 7: 6, 8: 7, 9: 5}","{(0, 1): 1, (0, 4): 1, (0, 6): 5, (0, 9): 1, (1, 2): 2, (1, 3): 1, (1, 6): 1, (1, 8): 3, (1, 9): 2, (2, 4): 2, (2, 6): 1, (2, 7): 3, (2, 8): 1, (3, 6): 1, (3, 9): 1, (4, 7): 1, (5, 6): 1, (5, 8): 1, (7, 8): 1, (7, 9): 1}",1514.0000000002374
15.0,Graph with 10 nodes and 23 edges,"[[0, 1, 1, 1, 1, 1, 1, 0, 1, 1], [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 1, 0, 0, 1, 0, 1], [0, 1, 1, 0, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0]]",3.0,1.0,Y,"{0: 12, 1: 11, 2: 5, 3: 4, 4: 6, 5: 8, 6: 10, 7: 7, 8: 9, 9: 3}","{(0, 1): 4, (0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 8): 1, (0, 9): 1, (1, 3): 1, (1, 4): 1, (1, 6): 1, (1, 7): 1, (1, 8): 2, (2, 4): 2, (2, 5): 1, (2, 7): 1, (3, 8): 1, (3, 9): 1, (4, 6): 2, (5, 7): 1, (5, 8): 5, (6, 7): 4, (6, 9): 1}",1230.0000000067257
15.0,Graph with 10 nodes and 23 edges,"[[0, 1, 1, 1, 1, 1, 1, 0, 1, 1], [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], [1, 0, 0, 0, 1, 1, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 1, 0, 0, 0, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 1, 1, 0], [1, 1, 0, 0, 1, 0, 0, 1, 0, 1], [0, 1, 1, 0, 0, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 1, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0]]",3.0,7.0,Y,"{0: 10, 1: 66, 2: 59, 3: 52, 4: 45, 5: 31, 6: 24, 7: 17, 8: 38, 9: 3}","{(0, 1): 1, (0, 2): 2, (0, 3): 1, (0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 8): 1, (0, 9): 1, (1, 3): 15, (1, 4): 15, (1, 6): 20, (1, 7): 14, (1, 8): 1, (2, 4): 27, (2, 5): 28, (2, 7): 1, (3, 8): 35, (3, 9): 1, (4, 6): 1, (5, 7): 1, (5, 8): 1, (6, 7): 1, (6, 9): 1}",1493.999999993889
16.0,Graph with 10 nodes and 22 edges,"[[0, 1, 0, 1, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1, 1, 1, 0, 1, 0]]",2.0,6.0,Y,"{0: 14, 1: 44, 2: 2, 3: 38, 4: 56, 5: 32, 6: 8, 7: 26, 8: 20, 9: 50}","{(0, 1): 1, (0, 3): 3, (0, 7): 9, (0, 8): 1, (1, 4): 41, (1, 7): 1, (1, 8): 1, (2, 6): 1, (2, 7): 1, (3, 6): 1, (3, 7): 1, (3, 9): 33, (4, 6): 2, (4, 9): 13, (5, 6): 1, (5, 7): 13, (5, 8): 16, (5, 9): 2, (6, 7): 1, (6, 8): 1, (6, 9): 1, (8, 9): 1}",1475.9999999967022
16.0,Graph with 10 nodes and 22 edges,"[[0, 1, 0, 1, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1, 1, 1, 0, 1, 0]]",2.0,8.0,Y,"{0: 18, 1: 58, 2: 2, 3: 50, 4: 74, 5: 42, 6: 10, 7: 34, 8: 26, 9: 66}","{(0, 1): 1, (0, 3): 2, (0, 7): 14, (0, 8): 1, (1, 4): 55, (1, 7): 1, (1, 8): 1, (2, 6): 1, (2, 7): 1, (3, 6): 1, (3, 7): 1, (3, 9): 46, (4, 6): 2, (4, 9): 17, (5, 6): 3, (5, 7): 16, (5, 8): 22, (5, 9): 1, (6, 7): 1, (6, 8): 1, (6, 9): 1, (8, 9): 1}",1459.9999999944657
16.0,Graph with 10 nodes and 22 edges,"[[0, 1, 0, 1, 0, 0, 0, 1, 1, 0], [1, 0, 0, 0, 1, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 1, 1, 1, 0, 1, 0]]",3.0,9.0,Y,"{0: 84, 1: 75, 2: 3, 3: 66, 4: 57, 5: 48, 6: 39, 7: 30, 8: 21, 9: 12}","{(0, 1): 2, (0, 3): 62, (0, 7): 18, (0, 8): 1, (1, 4): 55, (1, 7): 1, (1, 8): 17, (2, 6): 2, (2, 7): 1, (3, 6): 1, (3, 7): 1, (3, 9): 1, (4, 6): 1, (4, 9): 1, (5, 6): 31, (5, 7): 7, (5, 8): 1, (5, 9): 8, (6, 7): 1, (6, 8): 1, (6, 9): 1, (8, 9): 1}",1688.9999999989413
17.0,Graph with 10 nodes and 21 edges,"[[0, 1, 1, 0, 1, 0, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1, 0, 0], [1, 1, 1, 1, 0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0, 0, 0, 1, 0]]",3.0,7.0,Y,"{0: 45, 1: 10, 2: 66, 3: 31, 4: 52, 5: 3, 6: 24, 7: 17, 8: 38, 9: 59}","{(0, 1): 1, (0, 2): 1, (0, 4): 33, (0, 6): 1, (0, 8): 1, (0, 9): 7, (1, 4): 1, (1, 9): 8, (2, 3): 29, (2, 4): 1, (2, 5): 3, (2, 6): 16, (2, 7): 15, (2, 9): 1, (3, 4): 1, (3, 7): 1, (4, 8): 1, (4, 9): 14, (6, 8): 7, (7, 8): 1, (8, 9): 28}",1582.9999999965594
17.0,Graph with 10 nodes and 21 edges,"[[0, 1, 1, 0, 1, 0, 1, 0, 1, 1], [1, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 1, 1, 1, 1, 1, 0, 1], [0, 0, 1, 0, 1, 0, 0, 1, 0, 0], [1, 1, 1, 1, 0, 0, 0, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 1, 0, 1, 1, 0, 1], [1, 1, 1, 0, 1, 0, 0, 0, 1, 0]]",4.0,4.0,Y,"{0: 36, 1: 8, 2: 40, 3: 12, 4: 32, 5: 16, 6: 4, 7: 20, 8: 24, 9: 28}","{(0, 1): 1, (0, 2): 1, (0, 4): 11, (0, 6): 1, (0, 8): 19, (0, 9): 3, (1, 4): 1, (1, 9): 6, (2, 3): 6, (2, 4): 1, (2, 5): 16, (2, 6): 1, (2, 7): 14, (2, 9): 1, (3, 4): 1, (3, 7): 5, (4, 8): 1, (4, 9): 17, (6, 8): 2, (7, 8): 1, (8, 9): 1}",1739.0000000006012
19.0,Graph with 10 nodes and 22 edges,"[[0, 0, 0, 0, 1, 1, 1, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1, 0]]",2.0,1.0,Y,"{0: 7, 1: 9, 2: 2, 3: 4, 4: 8, 5: 6, 6: 5, 7: 11, 8: 10, 9: 3}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 2, (0, 8): 2, (1, 2): 1, (1, 3): 2, (1, 5): 1, (1, 6): 1, (1, 7): 3, (2, 4): 1, (3, 4): 1, (3, 7): 1, (4, 6): 1, (4, 8): 4, (5, 7): 1, (5, 8): 2, (5, 9): 1, (6, 7): 1, (7, 8): 1, (7, 9): 1, (8, 9): 1}",1679.000000009978
19.0,Graph with 10 nodes and 22 edges,"[[0, 0, 0, 0, 1, 1, 1, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1, 0]]",3.0,8.0,Y,"{0: 11, 1: 75, 2: 3, 3: 67, 4: 59, 5: 51, 6: 43, 7: 19, 8: 35, 9: 27}","{(0, 4): 1, (0, 5): 1, (0, 6): 7, (0, 7): 1, (0, 8): 1, (1, 2): 1, (1, 3): 35, (1, 5): 16, (1, 6): 22, (1, 7): 1, (2, 4): 2, (3, 4): 31, (3, 7): 1, (4, 6): 1, (4, 8): 24, (5, 7): 1, (5, 8): 8, (5, 9): 25, (6, 7): 13, (7, 8): 1, (7, 9): 1, (8, 9): 1}",1553.0000000012478
19.0,Graph with 10 nodes and 22 edges,"[[0, 0, 0, 0, 1, 1, 1, 1, 1, 0], [0, 0, 1, 1, 0, 1, 1, 1, 0, 0], [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 1, 0, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1, 1, 1], [1, 1, 0, 0, 1, 0, 0, 1, 0, 0], [1, 1, 0, 1, 0, 1, 1, 0, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 0, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1, 0]]",4.0,1.0,Y,"{0: 5, 1: 13, 2: 4, 3: 12, 4: 11, 5: 10, 6: 6, 7: 9, 8: 8, 9: 7}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 1, (0, 8): 1, (1, 2): 1, (1, 3): 8, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 4): 3, (3, 4): 2, (3, 7): 1, (4, 6): 3, (4, 8): 1, (5, 7): 1, (5, 8): 1, (5, 9): 5, (6, 7): 1, (7, 8): 3, (7, 9): 1, (8, 9): 1}",1704.0000000037026
21.0,Graph with 10 nodes and 21 edges,"[[0, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0, 1, 1, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0, 1, 0]]",2.0,9.0,Y,"{0: 11, 1: 83, 2: 74, 3: 65, 4: 56, 5: 38, 6: 29, 7: 20, 8: 47, 9: 2}","{(0, 2): 1, (0, 3): 7, (0, 5): 1, (0, 6): 1, (0, 8): 1, (1, 3): 52, (1, 4): 27, (1, 6): 1, (1, 7): 1, (1, 9): 1, (2, 4): 26, (2, 6): 1, (2, 7): 1, (2, 8): 45, (3, 7): 5, (4, 5): 1, (4, 6): 1, (5, 6): 24, (5, 7): 11, (6, 7): 1, (8, 9): 1}",1419.99999999598
21.0,Graph with 10 nodes and 21 edges,"[[0, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0, 1, 1, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0, 1, 0]]",4.0,2.0,Y,"{0: 6, 1: 22, 2: 20, 3: 4, 4: 18, 5: 16, 6: 14, 7: 8, 8: 12, 9: 10}","{(0, 2): 1, (0, 3): 1, (0, 5): 2, (0, 6): 1, (0, 8): 1, (1, 3): 2, (1, 4): 4, (1, 6): 3, (1, 7): 4, (1, 9): 9, (2, 4): 1, (2, 6): 7, (2, 7): 1, (2, 8): 10, (3, 7): 1, (4, 5): 12, (4, 6): 1, (5, 6): 1, (5, 7): 1, (6, 7): 1, (8, 9): 1}",1544.0000000097598
21.0,Graph with 10 nodes and 21 edges,"[[0, 0, 1, 1, 0, 1, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0, 1, 1, 0, 1], [1, 0, 0, 0, 1, 0, 1, 1, 1, 0], [1, 1, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 1, 0, 0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 1, 0, 1, 1, 0, 0], [1, 1, 1, 0, 1, 1, 0, 1, 0, 0], [0, 1, 1, 1, 0, 1, 1, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0, 1, 0]]",4.0,6.0,Y,"{0: 40, 1: 52, 2: 34, 3: 16, 4: 22, 5: 10, 6: 58, 7: 46, 8: 4, 9: 28}","{(0, 2): 1, (0, 3): 1, (0, 5): 1, (0, 6): 36, (0, 8): 1, (1, 3): 1, (1, 4): 1, (1, 6): 1, (1, 7): 23, (1, 9): 26, (2, 4): 19, (2, 6): 9, (2, 7): 4, (2, 8): 1, (3, 7): 14, (4, 5): 1, (4, 6): 1, (5, 6): 7, (5, 7): 1, (6, 7): 4, (8, 9): 2}",1826.000000008321
22.0,Graph with 10 nodes and 23 edges,"[[0, 0, 1, 1, 0, 1, 1, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 1, 1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1, 0, 0, 1, 0, 0]]",3.0,6.0,Y,"{0: 9, 1: 57, 2: 51, 3: 45, 4: 39, 5: 3, 6: 27, 7: 15, 8: 33, 9: 21}","{(0, 2): 1, (0, 3): 1, (0, 5): 1, (0, 6): 1, (0, 8): 4, (0, 9): 1, (1, 2): 43, (1, 7): 1, (1, 8): 2, (1, 9): 11, (2, 3): 4, (2, 4): 1, (2, 5): 1, (2, 7): 1, (3, 4): 28, (3, 7): 11, (3, 8): 1, (4, 6): 1, (4, 7): 1, (4, 9): 8, (5, 8): 1, (6, 8): 25, (7, 9): 1}",1596.9999999896345
22.0,Graph with 10 nodes and 23 edges,"[[0, 0, 1, 1, 0, 1, 1, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0, 1, 1, 1], [1, 1, 0, 1, 1, 1, 0, 1, 0, 0], [1, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 1, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [0, 1, 1, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 0, 1, 1, 0, 0, 0], [1, 1, 0, 0, 1, 0, 0, 1, 0, 0]]",4.0,6.0,Y,"{0: 46, 1: 16, 2: 28, 3: 34, 4: 52, 5: 10, 6: 4, 7: 40, 8: 58, 9: 22}","{(0, 2): 1, (0, 3): 13, (0, 5): 1, (0, 6): 1, (0, 8): 29, (0, 9): 1, (1, 2): 1, (1, 7): 13, (1, 8): 1, (1, 9): 1, (2, 3): 1, (2, 4): 23, (2, 5): 1, (2, 7): 1, (3, 4): 1, (3, 7): 1, (3, 8): 18, (4, 6): 1, (4, 7): 16, (4, 9): 11, (5, 8): 8, (6, 8): 2, (7, 9): 9}",1633.9999999956945
23.0,Graph with 10 nodes and 17 edges,"[[0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 1, 1, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 1, 0]]",2.0,2.0,Y,"{0: 20, 1: 18, 2: 16, 3: 14, 4: 12, 5: 10, 6: 8, 7: 2, 8: 6, 9: 4}","{(0, 1): 8, (0, 2): 5, (0, 3): 1, (0, 4): 1, (0, 5): 5, (1, 2): 9, (1, 9): 1, (2, 4): 2, (3, 4): 8, (3, 6): 5, (4, 6): 1, (5, 6): 1, (5, 8): 3, (5, 9): 1, (6, 9): 1, (7, 8): 2, (8, 9): 1}",1363.999999995258
23.0,Graph with 10 nodes and 17 edges,"[[0, 1, 1, 1, 1, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 1, 0, 1, 0, 0, 0], [1, 0, 1, 1, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 0, 1, 0, 1], [0, 1, 0, 0, 0, 1, 1, 0, 1, 0]]",2.0,9.0,Y,"{0: 11, 1: 83, 2: 74, 3: 65, 4: 56, 5: 38, 6: 29, 7: 2, 8: 20, 9: 47}","{(0, 1): 1, (0, 2): 1, (0, 3): 4, (0, 4): 1, (0, 5): 3, (1, 2): 53, (1, 9): 28, (2, 4): 19, (3, 4): 34, (3, 6): 26, (4, 6): 1, (5, 6): 1, (5, 8): 17, (5, 9): 16, (6, 9): 1, (7, 8): 2, (8, 9): 1}",1597.0000000038453
