index,graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
566,70.0,Graph with 6 nodes and 10 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 0, 1, 1, 0]]",4.0,8.0,Y,"{0: 4, 1: 44, 2: 20, 3: 36, 4: 12, 5: 28}","{(0, 3): 1, (0, 4): 1, (0, 5): 2, (1, 3): 21, (1, 4): 1, (1, 5): 22, (2, 3): 11, (2, 4): 9, (3, 5): 3, (4, 5): 1}",586.9999999958964
576,72.0,Graph with 6 nodes and 10 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",3.0,9.0,Y,"{0: 30, 1: 12, 2: 3, 3: 39, 4: 21, 5: 48}","{(0, 3): 5, (0, 4): 10, (0, 5): 14, (1, 3): 1, (1, 4): 10, (1, 5): 1, (2, 3): 1, (2, 4): 1, (2, 5): 1, (3, 5): 31}",1085.9999999865977
578,72.0,Graph with 6 nodes and 10 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",4.0,2.0,Y,"{0: 8, 1: 6, 2: 12, 3: 4, 4: 14, 5: 10}","{(0, 3): 1, (0, 4): 6, (0, 5): 1, (1, 3): 1, (1, 4): 4, (1, 5): 1, (2, 3): 1, (2, 4): 4, (2, 5): 7, (3, 5): 1}",1167.000000009466
584,72.0,Graph with 6 nodes and 10 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",4.0,8.0,Y,"{0: 12, 1: 20, 2: 28, 3: 36, 4: 4, 5: 44}","{(0, 3): 1, (0, 4): 2, (0, 5): 9, (1, 3): 1, (1, 4): 1, (1, 5): 18, (2, 3): 22, (2, 4): 1, (2, 5): 5, (3, 5): 12}",1403.9999999795327
596,73.0,Graph with 6 nodes and 11 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,2.0,Y,"{0: 12, 1: 8, 2: 4, 3: 14, 4: 6, 5: 10}","{(0, 3): 10, (0, 4): 1, (0, 5): 1, (1, 3): 2, (1, 4): 1, (1, 5): 5, (2, 3): 1, (2, 4): 2, (2, 5): 1, (3, 5): 1, (4, 5): 2}",397.9999999614847
598,73.0,Graph with 6 nodes and 11 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,4.0,Y,"{0: 20, 1: 12, 2: 4, 3: 8, 4: 24, 5: 16}","{(0, 3): 1, (0, 4): 16, (0, 5): 3, (1, 3): 1, (1, 4): 6, (1, 5): 5, (2, 3): 1, (2, 4): 1, (2, 5): 2, (3, 5): 5, (4, 5): 1}",487.0000000209984
602,73.0,Graph with 6 nodes and 11 edges,"[[0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,8.0,Y,"{0: 44, 1: 20, 2: 4, 3: 36, 4: 12, 5: 28}","{(0, 3): 33, (0, 4): 7, (0, 5): 4, (1, 3): 1, (1, 4): 1, (1, 5): 18, (2, 3): 1, (2, 4): 1, (2, 5): 2, (3, 5): 1, (4, 5): 3}",389.9999999816828
642,75.0,Graph with 6 nodes and 7 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",4.0,3.0,Y,"{0: 10, 1: 16, 2: 13, 3: 4, 4: 7, 5: 19}","{(0, 2): 7, (0, 4): 1, (0, 5): 2, (1, 3): 1, (1, 5): 14, (2, 4): 6, (3, 5): 2}",1450.999999974556
647,75.0,Graph with 6 nodes and 7 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",4.0,8.0,Y,"{0: 44, 1: 20, 2: 4, 3: 12, 4: 36, 5: 28}","{(0, 2): 3, (0, 4): 35, (0, 5): 6, (1, 3): 5, (1, 5): 15, (2, 4): 1, (3, 5): 7}",385.9999999917818
677,77.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",2.0,2.0,Y,"{0: 4, 1: 8, 2: 10, 3: 2, 4: 6, 5: 12}","{(0, 2): 2, (0, 4): 1, (0, 5): 1, (1, 3): 2, (1, 5): 6, (2, 4): 4, (2, 5): 4, (4, 5): 1}",930.9999999800311
680,77.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",2.0,5.0,Y,"{0: 7, 1: 17, 2: 22, 3: 2, 4: 12, 5: 27}","{(0, 2): 3, (0, 4): 1, (0, 5): 2, (1, 3): 2, (1, 5): 15, (2, 4): 10, (2, 5): 8, (4, 5): 1}",1101.0000000055697
683,77.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",2.0,8.0,Y,"{0: 10, 1: 26, 2: 34, 3: 2, 4: 18, 5: 42}","{(0, 2): 5, (0, 4): 1, (0, 5): 4, (1, 3): 2, (1, 5): 24, (2, 4): 16, (2, 5): 13, (4, 5): 1}",935.0000000267755
688,77.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",3.0,4.0,Y,"{0: 7, 1: 19, 2: 15, 3: 3, 4: 11, 5: 23}","{(0, 2): 5, (0, 4): 1, (0, 5): 1, (1, 3): 3, (1, 5): 16, (2, 4): 7, (2, 5): 3, (4, 5): 3}",989.0000000041255
710,78.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",2.0,8.0,Y,"{0: 10, 1: 2, 2: 42, 3: 18, 4: 26, 5: 34}","{(0, 2): 5, (0, 4): 1, (0, 5): 4, (1, 3): 1, (1, 5): 1, (2, 4): 25, (2, 5): 12, (3, 5): 17}",1305.9999999995853
721,78.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",4.0,1.0,Y,"{0: 4, 1: 9, 2: 7, 3: 5, 4: 6, 5: 8}","{(0, 2): 1, (0, 4): 1, (0, 5): 1, (1, 3): 4, (1, 5): 5, (2, 4): 4, (2, 5): 1, (3, 5): 1}",914.000000022952
729,78.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",4.0,9.0,Y,"{0: 13, 1: 22, 2: 31, 3: 40, 4: 4, 5: 49}","{(0, 2): 11, (0, 4): 1, (0, 5): 1, (1, 3): 15, (1, 5): 6, (2, 4): 3, (2, 5): 17, (3, 5): 24}",1901.000000032127
731,79.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 4, 1: 2, 2: 10, 3: 6, 4: 8, 5: 12}","{(0, 2): 1, (0, 4): 2, (0, 5): 1, (1, 3): 1, (1, 5): 1, (2, 4): 5, (2, 5): 4, (3, 5): 5, (4, 5): 1}",1101.0000000055697
747,79.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,9.0,Y,"{0: 12, 1: 39, 2: 3, 3: 30, 4: 21, 5: 48}","{(0, 2): 1, (0, 4): 1, (0, 5): 10, (1, 3): 25, (1, 5): 13, (2, 4): 1, (2, 5): 1, (3, 5): 4, (4, 5): 19}",1469.999999983429
750,79.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,3.0,Y,"{0: 7, 1: 16, 2: 4, 3: 13, 4: 10, 5: 19}","{(0, 2): 1, (0, 4): 5, (0, 5): 1, (1, 3): 7, (1, 5): 8, (2, 4): 2, (2, 5): 1, (3, 5): 5, (4, 5): 3}",1350.999999999658
755,79.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,8.0,Y,"{0: 12, 1: 36, 2: 4, 3: 28, 4: 20, 5: 44}","{(0, 2): 1, (0, 4): 1, (0, 5): 10, (1, 3): 25, (1, 5): 11, (2, 4): 1, (2, 5): 2, (3, 5): 3, (4, 5): 18}",1701.0000000254877
757,81.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",2.0,1.0,Y,"{0: 3, 1: 7, 2: 2, 3: 4, 4: 5, 5: 6}","{(0, 2): 1, (0, 4): 1, (0, 5): 1, (1, 3): 1, (1, 4): 3, (1, 5): 2, (2, 4): 1, (3, 5): 2}",1445.9999999871798
758,81.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",2.0,2.0,Y,"{0: 4, 1: 12, 2: 2, 3: 10, 4: 8, 5: 6}","{(0, 2): 1, (0, 4): 2, (0, 5): 1, (1, 3): 6, (1, 4): 5, (1, 5): 1, (2, 4): 1, (3, 5): 4}",966.0000000053515
760,81.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",2.0,4.0,Y,"{0: 6, 1: 22, 2: 2, 3: 18, 4: 14, 5: 10}","{(0, 2): 1, (0, 4): 3, (0, 5): 2, (1, 3): 11, (1, 4): 10, (1, 5): 1, (2, 4): 1, (3, 5): 7}",916.0000000179025
772,81.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 0, 1, 0, 0]]",3.0,7.0,Y,"{0: 3, 1: 38, 2: 10, 3: 24, 4: 17, 5: 31}","{(0, 2): 1, (0, 4): 1, (0, 5): 1, (1, 3): 12, (1, 4): 7, (1, 5): 18, (2, 4): 9, (3, 5): 11}",1601.0000000505897
789,84.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",2.0,6.0,Y,"{0: 8, 1: 32, 2: 14, 3: 2, 4: 26, 5: 20}","{(0, 2): 4, (0, 4): 1, (0, 5): 3, (1, 3): 1, (1, 4): 24, (1, 5): 7, (2, 4): 1, (2, 5): 9, (3, 5): 1}",1482.0000000099753
790,84.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",2.0,7.0,Y,"{0: 9, 1: 37, 2: 16, 3: 2, 4: 30, 5: 23}","{(0, 2): 4, (0, 4): 1, (0, 5): 3, (1, 3): 1, (1, 4): 28, (1, 5): 8, (2, 4): 1, (2, 5): 10, (3, 5): 1}",1284.9999999957618
796,84.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",3.0,4.0,Y,"{0: 7, 1: 19, 2: 3, 3: 15, 4: 11, 5: 23}","{(0, 2): 1, (0, 4): 1, (0, 5): 5, (1, 3): 4, (1, 4): 9, (1, 5): 6, (2, 4): 1, (2, 5): 1, (3, 5): 11}",1452.9999999695065
799,84.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",3.0,7.0,Y,"{0: 10, 1: 31, 2: 3, 3: 24, 4: 17, 5: 38}","{(0, 2): 1, (0, 4): 1, (0, 5): 8, (1, 3): 5, (1, 4): 15, (1, 5): 10, (2, 4): 1, (2, 5): 1, (3, 5): 18}",1196.000000049935
805,84.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [1, 1, 1, 1, 0, 0]]",4.0,4.0,Y,"{0: 8, 1: 12, 2: 16, 3: 20, 4: 4, 5: 24}","{(0, 2): 4, (0, 4): 2, (0, 5): 2, (1, 3): 10, (1, 4): 1, (1, 5): 1, (2, 4): 1, (2, 5): 11, (3, 5): 10}",2191.9999999795436
811,85.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",2.0,1.0,Y,"{0: 3, 1: 4, 2: 5, 3: 2, 4: 6, 5: 7}","{(0, 2): 1, (0, 4): 1, (0, 5): 1, (1, 3): 1, (1, 4): 1, (1, 5): 2, (2, 4): 2, (2, 5): 1, (3, 5): 1, (4, 5): 1}",1409.9999999643842
828,85.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,9.0,Y,"{0: 21, 1: 12, 2: 3, 3: 30, 4: 39, 5: 48}","{(0, 2): 1, (0, 4): 15, (0, 5): 4, (1, 3): 10, (1, 4): 1, (1, 5): 1, (2, 4): 1, (2, 5): 1, (3, 5): 20, (4, 5): 21}",1293.999999973039
829,85.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,1.0,Y,"{0: 5, 1: 8, 2: 4, 3: 7, 4: 6, 5: 9}","{(0, 2): 1, (0, 4): 1, (0, 5): 2, (1, 3): 6, (1, 4): 1, (1, 5): 1, (2, 4): 1, (2, 5): 2, (3, 5): 1, (4, 5): 2}",1337.9999999756365
834,85.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,6.0,Y,"{0: 10, 1: 28, 2: 4, 3: 22, 4: 16, 5: 34}","{(0, 2): 1, (0, 4): 1, (0, 5): 8, (1, 3): 19, (1, 4): 1, (1, 5): 8, (2, 4): 1, (2, 5): 2, (3, 5): 3, (4, 5): 13}",1203.9999999728934
853,90.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",3.0,7.0,Y,"{0: 10, 1: 3, 2: 38, 3: 24, 4: 31, 5: 17}","{(0, 2): 1, (0, 3): 7, (0, 4): 1, (0, 5): 1, (1, 4): 2, (1, 5): 1, (2, 3): 17, (2, 4): 16, (2, 5): 3, (4, 5): 11}",1412.99999995681
856,90.0,Graph with 6 nodes and 10 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",4.0,1.0,Y,"{0: 4, 1: 8, 2: 7, 3: 5, 4: 6, 5: 9}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 4): 2, (1, 5): 5, (2, 3): 4, (2, 4): 1, (2, 5): 1, (4, 5): 1}",1754.0000000053624
866,92.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",2.0,2.0,Y,"{0: 4, 1: 2, 2: 12, 3: 10, 4: 6, 5: 8}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 4): 1, (1, 5): 1, (2, 3): 6, (2, 4): 3, (2, 5): 2, (3, 5): 3, (4, 5): 1}",1318.0000000261316
880,92.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,7.0,Y,"{0: 10, 1: 3, 2: 38, 3: 24, 4: 31, 5: 17}","{(0, 2): 1, (0, 3): 1, (0, 4): 7, (0, 5): 1, (1, 4): 2, (1, 5): 1, (2, 3): 22, (2, 4): 11, (2, 5): 3, (3, 5): 1, (4, 5): 10}",1718.0000000394102
890,92.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,8.0,Y,"{0: 4, 1: 12, 2: 36, 3: 20, 4: 28, 5: 44}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 4): 1, (1, 5): 11, (2, 3): 1, (2, 4): 23, (2, 5): 11, (3, 5): 18, (4, 5): 3}",1420.9999999934553
906,93.0,Graph with 6 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,7.0,Y,"{0: 10, 1: 3, 2: 38, 3: 31, 4: 17, 5: 24}","{(0, 2): 7, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 4): 1, (1, 5): 2, (2, 3): 13, (2, 4): 13, (2, 5): 4, (3, 4): 1, (3, 5): 15, (4, 5): 1}",1808.0000000395557
911,93.0,Graph with 6 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 1], [1, 0, 1, 0, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 1, 1, 1, 0]]",4.0,3.0,Y,"{0: 10, 1: 7, 2: 13, 3: 4, 4: 19, 5: 16}","{(0, 2): 7, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 4): 3, (1, 5): 3, (2, 3): 1, (2, 4): 4, (2, 5): 1, (3, 4): 1, (3, 5): 1, (4, 5): 9}",1225.9999999741922
927,95.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0]]",3.0,1.0,Y,"{0: 8, 1: 6, 2: 7, 3: 5, 4: 4, 5: 3}","{(0, 2): 4, (0, 3): 2, (0, 5): 1, (1, 3): 2, (1, 4): 2, (1, 5): 1, (2, 4): 1, (2, 5): 1}",1961.9999999918036
938,95.0,Graph with 6 nodes and 8 edges,"[[0, 0, 1, 1, 0, 1], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 1, 1, 0, 0, 0]]",4.0,3.0,Y,"{0: 4, 1: 19, 2: 13, 3: 7, 4: 10, 5: 16}","{(0, 2): 1, (0, 3): 1, (0, 5): 1, (1, 3): 6, (1, 4): 9, (1, 5): 4, (2, 4): 1, (2, 5): 10}",2082.0000000298933
949,98.0,Graph with 6 nodes and 9 edges,"[[0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0], [0, 1, 1, 1, 0, 0]]",3.0,5.0,Y,"{0: 28, 1: 13, 2: 23, 3: 18, 4: 8, 5: 3}","{(0, 2): 18, (0, 3): 6, (0, 4): 3, (1, 3): 11, (1, 4): 1, (1, 5): 1, (2, 4): 3, (2, 5): 1, (3, 5): 1}",905.9999999863066
1014,105.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",3.0,8.0,Y,"{0: 11, 1: 43, 2: 35, 3: 3, 4: 19, 5: 27}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 8, (1, 2): 20, (1, 3): 2, (1, 4): 16, (1, 5): 5, (2, 4): 1, (2, 5): 13, (4, 5): 1}",1252.0000000222353
1019,105.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",4.0,4.0,Y,"{0: 4, 1: 24, 2: 16, 3: 8, 4: 12, 5: 20}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 2): 10, (1, 3): 7, (1, 4): 1, (1, 5): 6, (2, 4): 1, (2, 5): 4, (4, 5): 9}",901.9999999964057
1024,105.0,Graph with 6 nodes and 11 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 0]]",4.0,9.0,Y,"{0: 4, 1: 49, 2: 31, 3: 13, 4: 22, 5: 40}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 2): 22, (1, 3): 12, (1, 4): 1, (1, 5): 13, (2, 4): 1, (2, 5): 6, (4, 5): 19}",1010.000000007949
1032,107.0,Graph with 6 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0]]",3.0,8.0,Y,"{0: 11, 1: 43, 2: 35, 3: 3, 4: 19, 5: 27}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 8, (1, 2): 32, (1, 3): 1, (1, 4): 5, (1, 5): 5, (2, 4): 1, (2, 5): 1, (3, 5): 1, (4, 5): 12}",979.000000029373
1043,108.0,Graph with 6 nodes and 12 edges,"[[0, 0, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1], [1, 1, 0, 0, 1, 1], [1, 1, 0, 0, 1, 1], [1, 1, 1, 1, 0, 0], [1, 1, 1, 1, 0, 0]]",4.0,1.0,Y,"{0: 4, 1: 9, 2: 7, 3: 5, 4: 6, 5: 8}","{(0, 2): 1, (0, 3): 1, (0, 4): 1, (0, 5): 1, (1, 2): 2, (1, 3): 1, (1, 4): 1, (1, 5): 4, (2, 4): 2, (2, 5): 1, (3, 4): 1, (3, 5): 2}",620.0000000262662
