index,graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
110,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,3.0,Y,"{0: 6, 1: 12, 2: 9, 3: 3}","{(0, 1): 4, (0, 2): 1, (0, 3): 1, (1, 2): 7, (1, 3): 1, (2, 3): 1}",324.0000000346299
112,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,5.0,Y,"{0: 13, 1: 18, 2: 8, 3: 3}","{(0, 1): 11, (0, 2): 1, (0, 3): 1, (1, 2): 6, (1, 3): 1, (2, 3): 1}",387.9999999867323
113,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,6.0,Y,"{0: 3, 1: 15, 2: 9, 3: 21}","{(0, 1): 1, (0, 2): 1, (0, 3): 1, (1, 2): 1, (1, 3): 13, (2, 3): 7}",478.99999998435305
114,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,7.0,Y,"{0: 10, 1: 17, 2: 24, 3: 3}","{(0, 1): 1, (0, 2): 8, (0, 3): 1, (1, 2): 15, (1, 3): 1, (2, 3): 1}",499.99999998817657
115,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,8.0,Y,"{0: 27, 1: 19, 2: 11, 3: 3}","{(0, 1): 17, (0, 2): 9, (0, 3): 1, (1, 2): 1, (1, 3): 1, (2, 3): 1}",574.0000000287182
116,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",3.0,9.0,Y,"{0: 3, 1: 21, 2: 30, 3: 12}","{(0, 1): 1, (0, 2): 1, (0, 3): 1, (1, 2): 19, (1, 3): 1, (2, 3): 10}",401.00000001075387
117,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,1.0,Y,"{0: 6, 1: 4, 2: 5, 3: 7}","{(0, 1): 2, (0, 2): 1, (0, 3): 3, (1, 2): 1, (1, 3): 1, (2, 3): 3}",366.9999999829088
118,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,2.0,Y,"{0: 8, 1: 10, 2: 6, 3: 4}","{(0, 1): 5, (0, 2): 2, (0, 3): 1, (1, 2): 3, (1, 3): 2, (2, 3): 1}",432.99999998680505
119,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,3.0,Y,"{0: 7, 1: 4, 2: 13, 3: 10}","{(0, 1): 2, (0, 2): 4, (0, 3): 1, (1, 2): 1, (1, 3): 1, (2, 3): 8}",439.99999996913175
120,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,4.0,Y,"{0: 4, 1: 16, 2: 8, 3: 12}","{(0, 1): 1, (0, 2): 1, (0, 3): 2, (1, 2): 6, (1, 3): 9, (2, 3): 1}",328.0000000245309
121,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,5.0,Y,"{0: 14, 1: 19, 2: 9, 3: 4}","{(0, 1): 12, (0, 2): 1, (0, 3): 1, (1, 2): 6, (1, 3): 1, (2, 3): 2}",452.9999999931533
122,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,6.0,Y,"{0: 4, 1: 22, 2: 16, 3: 10}","{(0, 1): 1, (0, 2): 1, (0, 3): 2, (1, 2): 14, (1, 3): 7, (2, 3): 1}",502.9999999806023
124,5.0,Graph with 4 nodes and 6 edges,"[[0, 1, 1, 1], [1, 0, 1, 1], [1, 1, 0, 1], [1, 1, 1, 0]]",4.0,8.0,Y,"{0: 20, 1: 28, 2: 4, 3: 12}","{(0, 1): 17, (0, 2): 2, (0, 3): 1, (1, 2): 1, (1, 3): 10, (2, 3): 1}",374.9999999627107
