index,graph_index,Graph,Adjacency_list,a,d,APG_label_availability,Vertex_labels,Edge_labels,Gurobi_runtime
410,3691.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0]]",3.0,2.0,Y,"{0: 13, 1: 7, 2: 5, 3: 11, 4: 3, 5: 17, 6: 9, 7: 15}","{(0, 4): 1, (0, 5): 2, (0, 6): 1, (0, 7): 9, (1, 4): 1, (1, 6): 4, (1, 7): 2, (2, 5): 1, (2, 6): 4, (3, 5): 11, (4, 7): 1, (5, 7): 3}",1538.999999979751
416,3691.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0]]",3.0,8.0,Y,"{0: 43, 1: 27, 2: 35, 3: 11, 4: 19, 5: 51, 6: 3, 7: 59}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 40, (1, 4): 15, (1, 6): 1, (1, 7): 11, (2, 5): 34, (2, 6): 1, (3, 5): 11, (4, 7): 3, (5, 7): 5}",1229.0000000803047
417,3691.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0]]",3.0,9.0,Y,"{0: 48, 1: 30, 2: 39, 3: 12, 4: 21, 5: 57, 6: 3, 7: 66}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (0, 7): 45, (1, 4): 17, (1, 6): 1, (1, 7): 12, (2, 5): 38, (2, 6): 1, (3, 5): 12, (4, 7): 3, (5, 7): 6}",1233.9999999539941
425,3691.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 1, 1, 0, 0]]",4.0,8.0,Y,"{0: 44, 1: 36, 2: 4, 3: 28, 4: 12, 5: 52, 6: 60, 7: 20}","{(0, 4): 1, (0, 5): 6, (0, 6): 34, (0, 7): 3, (1, 4): 10, (1, 6): 25, (1, 7): 1, (2, 5): 3, (2, 6): 1, (3, 5): 28, (4, 7): 1, (5, 7): 15}",2453.0000000595464
437,4217.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 1, 1, 0]]",3.0,2.0,Y,"{0: 3, 1: 5, 2: 7, 3: 9, 4: 13, 5: 15, 6: 11, 7: 17}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 4): 1, (1, 5): 1, (1, 7): 3, (2, 5): 1, (2, 6): 1, (2, 7): 5, (3, 6): 6, (3, 7): 3, (4, 5): 8, (4, 6): 2, (4, 7): 1, (5, 7): 4, (6, 7): 1}",1346.0000000122818
443,4217.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 1, 1, 0]]",3.0,8.0,Y,"{0: 3, 1: 27, 2: 19, 3: 11, 4: 59, 5: 43, 6: 51, 7: 35}","{(0, 4): 1, (0, 5): 1, (0, 6): 1, (1, 4): 3, (1, 5): 23, (1, 7): 1, (2, 5): 17, (2, 6): 1, (2, 7): 1, (3, 6): 10, (3, 7): 1, (4, 5): 1, (4, 6): 31, (4, 7): 23, (5, 7): 1, (6, 7): 8}",1903.9999999677093
445,4217.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 1, 1, 0]]",4.0,1.0,Y,"{0: 4, 1: 5, 2: 6, 3: 7, 4: 9, 5: 10, 6: 8, 7: 11}","{(0, 4): 1, (0, 5): 2, (0, 6): 1, (1, 4): 3, (1, 5): 1, (1, 7): 1, (2, 5): 4, (2, 6): 1, (2, 7): 1, (3, 6): 4, (3, 7): 3, (4, 5): 1, (4, 6): 1, (4, 7): 3, (5, 7): 2, (6, 7): 1}",1360.9999999744105
447,4217.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 1, 1, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 1, 0, 0, 1], [1, 0, 1, 1, 1, 0, 0, 1], [0, 1, 1, 1, 1, 1, 1, 0]]",4.0,3.0,Y,"{0: 22, 1: 7, 2: 16, 3: 4, 4: 10, 5: 19, 6: 25, 7: 13}","{(0, 4): 5, (0, 5): 9, (0, 6): 8, (1, 4): 1, (1, 5): 4, (1, 7): 2, (2, 5): 3, (2, 6): 12, (2, 7): 1, (3, 6): 1, (3, 7): 3, (4, 5): 1, (4, 6): 1, (4, 7): 2, (5, 7): 2, (6, 7): 3}",735.0000000769796
457,4377.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0]]",2.0,4.0,Y,"{0: 10, 1: 6, 2: 2, 3: 18, 4: 30, 5: 14, 6: 26, 7: 22}","{(0, 4): 1, (0, 5): 1, (0, 6): 7, (0, 7): 1, (1, 4): 1, (1, 5): 1, (1, 6): 3, (1, 7): 1, (2, 4): 1, (2, 7): 1, (3, 5): 12, (3, 6): 5, (3, 7): 1, (4, 6): 10, (4, 7): 17, (6, 7): 1}",1532.9999999948996
462,4377.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0]]",2.0,9.0,Y,"{0: 20, 1: 11, 2: 2, 3: 38, 4: 65, 5: 29, 6: 56, 7: 47}","{(0, 4): 1, (0, 5): 1, (0, 6): 17, (0, 7): 1, (1, 4): 1, (1, 5): 1, (1, 6): 8, (1, 7): 1, (2, 4): 1, (2, 7): 1, (3, 5): 27, (3, 6): 10, (3, 7): 1, (4, 6): 20, (4, 7): 42, (6, 7): 1}",1372.9999999441134
467,4377.0,Graph with 8 nodes and 16 edges,"[[0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 1], [1, 1, 1, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 0, 1, 0]]",3.0,5.0,Y,"{0: 38, 1: 28, 2: 3, 3: 8, 4: 33, 5: 13, 6: 23, 7: 18}","{(0, 4): 2, (0, 5): 6, (0, 6): 17, (0, 7): 13, (1, 4): 25, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 4): 2, (2, 7): 1, (3, 5): 6, (3, 6): 1, (3, 7): 1, (4, 6): 3, (4, 7): 1, (6, 7): 1}",1576.999999997497
489,5095.0,Graph with 8 nodes and 11 edges,"[[0, 0, 0, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 1, 1, 0]]",2.0,9.0,Y,"{0: 65, 1: 29, 2: 11, 3: 20, 4: 2, 5: 47, 6: 56, 7: 38}","{(0, 3): 20, (0, 5): 10, (0, 6): 35, (1, 4): 1, (1, 6): 19, (1, 7): 9, (2, 5): 10, (2, 7): 1, (4, 6): 1, (5, 7): 27, (6, 7): 1}",1826.0000000509535
495,5095.0,Graph with 8 nodes and 11 edges,"[[0, 0, 0, 1, 0, 1, 1, 0], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 1, 1, 0]]",3.0,6.0,Y,"{0: 9, 1: 15, 2: 27, 3: 3, 4: 33, 5: 39, 6: 45, 7: 21}","{(0, 3): 3, (0, 5): 1, (0, 6): 5, (1, 4): 4, (1, 6): 10, (1, 7): 1, (2, 5): 23, (2, 7): 4, (4, 6): 29, (5, 7): 15, (6, 7): 1}",684.0000000920554
510,5482.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 1, 1, 0]]",2.0,3.0,Y,"{0: 17, 1: 14, 2: 5, 3: 20, 4: 2, 5: 11, 6: 23, 7: 8}","{(0, 3): 12, (0, 5): 1, (0, 6): 3, (0, 7): 1, (1, 4): 1, (1, 6): 12, (1, 7): 1, (2, 5): 5, (3, 5): 4, (3, 6): 4, (4, 7): 1, (5, 7): 1, (6, 7): 4}",1414.9999999517604
523,5482.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 0, 1, 1, 1, 0]]",3.0,7.0,Y,"{0: 45, 1: 24, 2: 17, 3: 3, 4: 10, 5: 38, 6: 31, 7: 52}","{(0, 3): 1, (0, 5): 14, (0, 6): 1, (0, 7): 29, (1, 4): 9, (1, 6): 14, (1, 7): 1, (2, 5): 17, (3, 5): 1, (3, 6): 1, (4, 7): 1, (5, 7): 6, (6, 7): 15}",1852.999999982785
540,5518.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0]]",2.0,6.0,Y,"{0: 8, 1: 44, 2: 2, 3: 38, 4: 20, 5: 32, 6: 14, 7: 26}","{(0, 3): 4, (0, 5): 2, (0, 6): 1, (0, 7): 1, (1, 4): 18, (1, 6): 5, (1, 7): 21, (2, 5): 1, (2, 7): 1, (3, 5): 28, (3, 6): 6, (4, 6): 1, (4, 7): 1, (5, 7): 1, (6, 7): 1}",3040.999999939231
543,5518.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0]]",2.0,9.0,Y,"{0: 11, 1: 65, 2: 2, 3: 56, 4: 29, 5: 47, 6: 20, 7: 38}","{(0, 3): 4, (0, 5): 1, (0, 6): 5, (0, 7): 1, (1, 4): 27, (1, 6): 5, (1, 7): 33, (2, 5): 1, (2, 7): 1, (3, 5): 44, (3, 6): 8, (4, 6): 1, (4, 7): 1, (5, 7): 1, (6, 7): 1}",1329.0000000552027
558,5518.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 1, 1, 0, 1, 1, 1, 0]]",4.0,6.0,Y,"{0: 40, 1: 4, 2: 16, 3: 22, 4: 10, 5: 34, 6: 28, 7: 46}","{(0, 3): 7, (0, 5): 7, (0, 6): 20, (0, 7): 6, (1, 4): 2, (1, 6): 1, (1, 7): 1, (2, 5): 1, (2, 7): 15, (3, 5): 10, (3, 6): 5, (4, 6): 1, (4, 7): 7, (5, 7): 16, (6, 7): 1}",613.0000000439395
570,5709.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1, 1], [1, 1, 0, 1, 0, 1, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0]]",2.0,9.0,Y,"{0: 29, 1: 11, 2: 38, 3: 47, 4: 2, 5: 56, 6: 20, 7: 65}","{(0, 3): 1, (0, 5): 3, (0, 6): 10, (0, 7): 15, (1, 4): 2, (1, 5): 6, (1, 6): 1, (1, 7): 2, (2, 7): 38, (3, 5): 42, (3, 6): 3, (3, 7): 1, (5, 6): 1, (5, 7): 4, (6, 7): 5}",712.0000000213622
574,5709.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 1, 1], [1, 1, 0, 1, 0, 1, 0, 1], [1, 1, 1, 1, 0, 1, 1, 0]]",3.0,4.0,Y,"{0: 7, 1: 31, 2: 3, 3: 27, 4: 23, 5: 19, 6: 15, 7: 11}","{(0, 3): 3, (0, 5): 1, (0, 6): 2, (0, 7): 1, (1, 4): 23, (1, 5): 1, (1, 6): 6, (1, 7): 1, (2, 7): 3, (3, 5): 15, (3, 6): 5, (3, 7): 4, (5, 6): 1, (5, 7): 1, (6, 7): 1}",1265.9999999868887
594,5717.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0]]",2.0,6.0,Y,"{0: 8, 1: 44, 2: 2, 3: 38, 4: 32, 5: 20, 6: 14, 7: 26}","{(0, 3): 4, (0, 5): 2, (0, 6): 1, (0, 7): 1, (1, 4): 30, (1, 5): 13, (1, 6): 1, (2, 7): 2, (3, 5): 4, (3, 6): 10, (3, 7): 20, (4, 6): 1, (4, 7): 1, (5, 7): 1, (6, 7): 1}",1287.0000000475557
597,5717.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0]]",2.0,9.0,Y,"{0: 11, 1: 65, 2: 2, 3: 56, 4: 47, 5: 29, 6: 20, 7: 38}","{(0, 3): 8, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 4): 45, (1, 5): 19, (1, 6): 1, (2, 7): 2, (3, 5): 4, (3, 6): 16, (3, 7): 28, (4, 6): 1, (4, 7): 1, (5, 7): 5, (6, 7): 1}",1187.9999999564461
598,5717.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 1, 1], [0, 1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 1, 0, 0, 1], [1, 0, 1, 1, 1, 1, 1, 0]]",3.0,1.0,Y,"{0: 10, 1: 6, 2: 3, 3: 7, 4: 4, 5: 5, 6: 9, 7: 8}","{(0, 3): 4, (0, 5): 2, (0, 6): 3, (0, 7): 1, (1, 4): 2, (1, 5): 1, (1, 6): 3, (2, 7): 3, (3, 5): 1, (3, 6): 1, (3, 7): 1, (4, 6): 1, (4, 7): 1, (5, 7): 1, (6, 7): 1}",750.0000000391083
621,5791.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",2.0,6.0,Y,"{0: 8, 1: 44, 2: 2, 3: 38, 4: 32, 5: 20, 6: 14, 7: 26}","{(0, 3): 5, (0, 5): 1, (0, 6): 1, (0, 7): 1, (1, 4): 28, (1, 5): 1, (1, 6): 11, (1, 7): 4, (2, 6): 1, (2, 7): 1, (3, 5): 17, (3, 7): 16, (4, 6): 1, (4, 7): 3, (5, 7): 1}",1308.999999992011
641,5791.0,Graph with 8 nodes and 15 edges,"[[0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 1], [0, 1, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 1, 0, 1, 0, 0, 0], [1, 1, 1, 1, 1, 1, 0, 0]]",4.0,8.0,Y,"{0: 60, 1: 52, 2: 4, 3: 44, 4: 36, 5: 28, 6: 20, 7: 12}","{(0, 3): 41, (0, 5): 3, (0, 6): 15, (0, 7): 1, (1, 4): 34, (1, 5): 16, (1, 6): 1, (1, 7): 1, (2, 6): 3, (2, 7): 1, (3, 5): 2, (3, 7): 1, (4, 6): 1, (4, 7): 1, (5, 7): 7}",1281.0000000627042
656,6271.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0]]",3.0,5.0,Y,"{0: 3, 1: 8, 2: 38, 3: 33, 4: 28, 5: 13, 6: 23, 7: 18}","{(0, 3): 1, (0, 6): 1, (0, 7): 1, (1, 4): 2, (1, 5): 1, (1, 6): 1, (1, 7): 4, (2, 4): 26, (2, 5): 12, (3, 6): 20, (3, 7): 12, (6, 7): 1}",1650.0000000405635
660,6271.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0]]",3.0,9.0,Y,"{0: 3, 1: 12, 2: 66, 3: 57, 4: 48, 5: 21, 6: 39, 7: 30}","{(0, 3): 1, (0, 6): 1, (0, 7): 1, (1, 4): 2, (1, 5): 1, (1, 6): 1, (1, 7): 8, (2, 4): 46, (2, 5): 20, (3, 6): 36, (3, 7): 20, (6, 7): 1}",1676.999999972395
666,6271.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0]]",4.0,6.0,Y,"{0: 40, 1: 34, 2: 16, 3: 46, 4: 10, 5: 28, 6: 4, 7: 22}","{(0, 3): 37, (0, 6): 1, (0, 7): 2, (1, 4): 1, (1, 5): 21, (1, 6): 1, (1, 7): 11, (2, 4): 9, (2, 5): 7, (3, 6): 1, (3, 7): 8, (6, 7): 1}",1693.0000000456857
667,6271.0,Graph with 8 nodes and 12 edges,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 1, 0]]",4.0,7.0,Y,"{0: 46, 1: 39, 2: 18, 3: 53, 4: 11, 5: 32, 6: 4, 7: 25}","{(0, 3): 43, (0, 6): 1, (0, 7): 2, (1, 4): 1, (1, 5): 24, (1, 6): 1, (1, 7): 13, (2, 4): 10, (2, 5): 8, (3, 6): 1, (3, 7): 9, (6, 7): 1}",1800.0000000029104
671,6278.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 0]]",2.0,2.0,Y,"{0: 8, 1: 10, 2: 6, 3: 2, 4: 12, 5: 4, 6: 14, 7: 16}","{(0, 3): 1, (0, 6): 6, (0, 7): 1, (1, 4): 1, (1, 5): 1, (1, 6): 7, (1, 7): 1, (2, 4): 2, (2, 5): 1, (2, 7): 3, (3, 6): 1, (4, 7): 9, (5, 7): 2}",1201.000000037311
678,6278.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 0]]",2.0,9.0,Y,"{0: 20, 1: 29, 2: 38, 3: 2, 4: 47, 5: 56, 6: 11, 7: 65}","{(0, 3): 1, (0, 6): 9, (0, 7): 10, (1, 4): 1, (1, 5): 19, (1, 6): 1, (1, 7): 8, (2, 4): 36, (2, 5): 1, (2, 7): 1, (3, 6): 1, (4, 7): 10, (5, 7): 36}",2378.0000000215296
688,6278.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0, 1], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 0]]",4.0,1.0,Y,"{0: 10, 1: 4, 2: 8, 3: 6, 4: 5, 5: 9, 6: 7, 7: 11}","{(0, 3): 4, (0, 6): 4, (0, 7): 2, (1, 4): 1, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 4): 1, (2, 5): 5, (2, 7): 2, (3, 6): 2, (4, 7): 3, (5, 7): 3}",536.0000000109721
707,6282.0,Graph with 8 nodes and 13 edges,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1], [0, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 1, 1, 0, 0, 0]]",3.0,2.0,Y,"{0: 3, 1: 5, 2: 15, 3: 17, 4: 11, 5: 7, 6: 13, 7: 9}","{(0, 3): 1, (0, 6): 1, (0, 7): 1, (1, 4): 2, (1, 5): 1, (1, 6): 1, (1, 7): 1, (2, 4): 8, (2, 5): 6, (2, 7): 1, (3, 6): 11, (3, 7): 5, (4, 7): 1}",1495.9999999746287
